fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,April,02,ANDHRA PRADESH,0208,PRAKASAM,4455549,140.374774337379,14,4712,0,890,10,73924,4687861,1212416,321146,109522,40245,326.05856,6906.63286,313567,488389,506516,1075037,8,765460,1485371,74814,6580.5743,2796076,51,73.01,75.17,101.63,NA
2019-2020,April,02,ANDHRA PRADESH,0211,Y.S.R,2934836,124.334959775735,15,2321,0,743,13,66849,2087173,422418,152864,42118,16188,264.70192,2859.78763,137695,198480,281625,622206,3,566669,1156764,67592,2595.08571,1334654,66,69.22,72.88,103.9,NA
2019-2020,April,02,ANDHRA PRADESH,0212,ANANTAPUR,3288164,103.857960613386,14,3874,0,962,75,68519,2418639,388389,194074,99461,48664,335.08194,2847.03108,162150,260231,415550,1021151,12,850368,1916910,69481,2511.94914,1356767,68,58.83,58.11,101.32,NA
2018-2019,March,02,ANDHRA PRADESH,0201,SRIKAKULAM,28249127,188.851451652556,62,9796,16830.45661,53368,288,70999,24885638,2585790,107000,2262438,95452,3529.92963,67357.274856,397136,621591,439742,1015814,83002,587241,1293704,124367,46996.888616,17088646,65,60.38,59.6,103.71,NA
2018-2019,March,02,ANDHRA PRADESH,0206,KRISHNA,9150020,202.064394151417,37,4498,24532.116804,59396,86,74960,9250719,3452729,289014,321550,27265,1913.59142,45138.117526,246571,410727,323348,737197,12755,640594,1369272,134356,18692.409302,5225986,47,32.12,39.7,109.65,NA
2018-2019,March,02,ANDHRA PRADESH,0207,GUNTUR,10344081,201.835114907443,34,3749,27534.44676,62551,488,80825,10140901,3212488,300064,812302,61161,2232.27628,50234.622226,296243,494740,419247,896536,12383,813256,1607487,143376,20467.899186,5589090,47,28.18,34.02,111.46,NA
2018-2019,March,02,ANDHRA PRADESH,0209,NELLORE,16364865,197.008563587189,58,3430,17711.84375,104411,33,56785,14516391,4655993,244925,1011944,56567,2255.94768,48566.3248238,247970,386329,319493,701723,46391,617829,1258787,161196,28598.5333938,8891869,64,58.54,56.83,107.16,NA
2018-2019,March,02,ANDHRA PRADESH,0210,CHITTOOR,16783578,208.235933815942,62,5691,19155.11673,85619,503,104440,17468678,4483413,241899,701486,34763,3000.35195,58531.5334386,280589,456081,368647,844994,70472,692076,1484856,190059,36376.0647586,10255783,77,59.38,61.84,110.61,NA
2018-2019,March,02,ANDHRA PRADESH,0211,Y.S.R,14430882,205.021098686943,70,4207,16213.6198709,96256,196,63020,16798352,3709083,152588,433139,15981,2900.23518,53554.0208826,237051,380019,278160,615210,67789,566599,1156947,159276,34440.1658317,10722552,70,59.48,60.69,109.07,NA
2019-2020,Jan,02,ANDHRA PRADESH,0201,SRIKAKULAM,18269406,202.255878622934,49,9341,4834.09308,31419,80,81449,19158611,1996579,106311,2009397,93200,2945.65402,46529.16411,389002,592371,446270,1014840,24033,597854,1295321,112868,38749.41701,12865188,67,92.47,89.96,102.12,NA
2019-2020,Jan,02,ANDHRA PRADESH,0206,KRISHNA,7305114,203.364682370631,30,3794,1394.06979,42617,5,69993,6605466,2527778,288059,224810,27336,1753.1585,16580.41324,217019,354002,325616,739689,3518,646427,1377807,112610,13433.18495,3760561,36,46.55,57.75,105.91,NA
2019-2020,Jan,02,ANDHRA PRADESH,0207,GUNTUR,9171511,202.739654028736,28,3546,1757.85581,37758,17,85150,7899500,2646713,300397,576997,61449,2108.89336,19882.16814,278857,463016,425760,908629,3821,820191,1618813,122908,16015.41897,4356370,33,38.55,52.65,106.78,NA
2019-2020,Jan,02,ANDHRA PRADESH,0208,PRAKASAM,21021466,208.387964253186,41,5993,2396.86554,28952,1,70002,17201309,4556142,320789,543666,40288,2877.16938,41119.49257,410111,669534,508166,1074493,16537,774333,1496494,98954,35845.45765,10206051,50,79.69,81.79,105.23,NA
2019-2020,Jan,02,ANDHRA PRADESH,0212,ANANTAPUR,15710822,210.010313824581,51,7287,2988.17241,24813,69,75535,15404402,2665561,194084,718662,48732,2985.97375,38324.979143,297458,513720,418552,1022846,33547,860923,1932561,100348,32350.832983,8519348,67,77.49,78.89,103.89,NA
2018-2019,June,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13622259,183.779866952849,42,10492,7515.700176,15561,55,78461,14670363,1568506,112365,1715454,147071,708.28024,35185.1540189,342490,541508,402549,999084,5260,515975,1218229,94022,26961.1736029,9497750,45,88.86,89.59,104.22,NA
2018-2019,June,02,ANDHRA PRADESH,0209,NELLORE,4461321,188.108411117619,29,2658,8528.69975,42195,23,61640,5375036,1778876,246409,316519,57061,517.29206,19156.8866266,183786,273429,315905,704051,1758,610494,1258606,103835,10110.8948166,3265373,58,71.62,77.18,105.95,NA
2018-2019,June,02,ANDHRA PRADESH,0210,CHITTOOR,4770700,195.143325116924,32,4040,5683.53898,15132,58,103794,6567751,1757100,244669,268778,35122,719.37818,19219.4448468,201601,312886,365752,853777,3961,684911,1493681,118926,12816.5276868,3864644,73,74.25,74.73,113.66,NA
2018-2019,June,02,ANDHRA PRADESH,0212,ANANTAPUR,8294546,192.702158343186,44,5899,4763.2349548,28874,108,64639,10653556,1814768,195404,510016,48383,917.46991,26210.3372171,241071,406462,407426,1012442,10273,839831,1911040,93513,20529.6323523,5969859,66,86.34,86.51,103.95,NA
2019-2020,Feb,02,ANDHRA PRADESH,0202,VIZIANAGARAM,18614247,209.571951371785,63,10966,6200.00657,23551,27,68303,23369478,2553322,105745,2920966,128325,2878.23952,58054.11716,365600,593903,403571,942841,56051,524296,1165939,91854,48975.87107,15199903,53,86.36,86.23,101.52,NA
2019-2020,Feb,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,16746874,199.070043796018,57,4949,12734.2429908,39289,20,128133,18719510,886622,47641,8205852,351297,2875.47109,52874.6508362,324575,538579,376633,830525,50805,502247,1072039,167422,37264.9367554,11141072,70,69.91,70.76,104.41,NA
2019-2020,Feb,02,ANDHRA PRADESH,0207,GUNTUR,9369899,202.268289703763,29,3590,1836.07535,40838,17,83698,8195130,2729051,300440,619605,61451,2371.33868,20783.56332,281912,468516,425931,908924,5075,821656,1621381,124536,16576.14929,4507873,33,37.96,50.41,107,NA
2019-2020,Feb,02,ANDHRA PRADESH,0210,CHITTOOR,14565277,205.27387412167,48,4556,5023.54412,35131,17,115157,11103309,3129202,242095,482998,35425,2784.58055,30600.31721,229367,354745,374746,853274,32960,699611,1491075,150288,22792.19254,6708142,69,66.06,72.24,105.54,NA
2024-2025,Nov,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,10940095,259.90255862215,58,4013,26565.113184688,11288,2,61364,11812938,232619,9885,10870094,405792,954.84552,58222.0868151362,201255,357803,226840,443998,29060,244052,468755,72652,30702.1281104482,6182513,80,59.03,16.25,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,10190601,249.968990558478,60,3973,9910.69392089199,9493,1,36696,10470960,1212481,45648,4284530,136391,692.15556,36777.002494674,172821,293329,192738,373706,21397,212126,401939,46189,26174.153013782,6092706,74,37.63,49.56,100,NA
2024-2025,Nov,02,ANDHRA PRADESH,0204,EAST GODAVARI,3752655,253.420832293439,42,1851,3657.290029861,7039,0,20342,3840136,1442695,71020,80915,3185,515.67387,13904.668512261,91243,119506,122542,195736,2514,164428,253310,27381,9731.70461239996,2117570,54,46.2,35.81,99.97,NA
2024-2025,Nov,02,ANDHRA PRADESH,0205,WEST GODAVARI,3470408,268.652477243498,32,1283,3270.541644079,5457,6,24568,3106804,900946,63499,26622,1761,475.19029,12092.2378431791,96834,138767,135667,232286,1379,180282,295696,30025,8346.50590910007,1728997,45,79.85,3.52,99.98,NA
2024-2025,Nov,02,ANDHRA PRADESH,0208,PRAKASAM,11700109,208.394859653741,40,4070,6557.384056804,4931,3,42157,11560764,2756082,201226,361631,21881,1611.22338,32260.6453495042,282553,481444,382050,726819,4185,446243,821605,47088,24092.0379127002,6592112,33,11.22,83.62,99.96,NA
2024-2025,Nov,02,ANDHRA PRADESH,0215,ANAKAPALLI,9782046,292.740284418895,47,3552,5055.570824759,6980,1,34739,9482387,771401,34619,382958,16753,799.00112,33613.3386182593,199963,288455,236465,386747,5398,284692,448265,41719,27758.7666735003,6416614,59,17.24,66.96,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1191426,290.866048164639,45,218,439.603646105,1554,0,4906,1208064,94155,4346,12048,495,278.00604,4231.45770220467,26366,36305,31438,49785,1377,35992,55238,6460,3513.84801609967,880123,60,4.73,89.77,100,NA
2024-2025,Nov,02,ANDHRA PRADESH,0209,NELLORE,5762922,252.720296713984,37,1994,5723.234005568,9240,3,49945,7606416,2133701,139320,379002,29288,1178.0929,26124.283990068,203926,299773,275363,478425,1782,354991,598831,59185,19222.9570845,4783527,38,42.07,47.49,99.97,NA
2024-2025,Nov,02,ANDHRA PRADESH,0210,CHITTOOR,4795023,257.354727269259,45,1674,5038.092578121,9626,0,45052,6083436,1809766,110941,244644,13472,1162.8569,21856.9596045209,133856,207004,210647,388973,4685,268920,482851,54678,15656.0101263999,3738670,62,61.04,27.79,99.95,NA
2024-2025,Nov,02,ANDHRA PRADESH,0213,KURNOOL,5380706,292.572967704007,30,2363,5192.997549725,6886,1,40756,5440273,1073290,105286,89498,6991,1317.09837,22426.8640870248,180847,308686,254898,497122,2163,328798,621643,47642,15916.7681672998,2978953,45,52.44,36.71,99.95,NA
2024-2025,Nov,02,ANDHRA PRADESH,0224,TIRUPATI,6715154,266.214974049206,47,2370,2998.186919939,11069,5,29645,7721343,3031513,153760,613064,32722,851.28812,24404.8463036392,162328,241554,224073,398766,15006,273532,472547,40714,20555.3712637002,5032111,40,26.17,69.48,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0226,KAKINADA,5075520,248.903253200496,35,3128,2568.210369036,7613,0,26453,5309642,1533450,93817,136107,8564,561.75405,16345.8360903359,148620,208339,206165,349512,1988,287466,468427,34066,13215.8716712999,2651664,51,51.2,35.73,99.97,NA
2024-2025,Nov,02,ANDHRA PRADESH,0201,SRIKAKULAM,15962915,253.68424765143,49,6510,5715.428618051,13644,1,39527,16144651,1459198,61078,1149028,39833,1835.81547,48507.68051335,324504,468768,382591,672794,13646,435883,743607,53171,40956.436425299,11335517,46,17.41,76.99,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0206,KRISHNA,6169753,261.212717002768,43,2142,3403.071820708,24267,0,26833,6069600,2291174,119895,104653,5567,909.21341,20166.852301908,140987,241228,175524,322753,7970,215128,379509,51100,15854.5670712,3281661,30,82.69,6.7,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0207,GUNTUR,2565760,252.328958848796,34,628,1752.838051587,2934,11,16462,2201102,961347,71691,68988,5620,500.78288,7807.63869138702,64132,102159,90412,157760,579,134359,224763,19396,5554.01775980002,1287569,48,89.06,2.84,99.97,NA
2024-2025,Nov,02,ANDHRA PRADESH,0209,NELLORE,5762922,252.720296713984,37,1994,5723.234005568,9188,3,49914,7606416,2133701,139312,379002,29292,1178.0929,26124.283990068,203926,299773,275376,478421,1782,354884,598626,59102,19222.9570845,4783527,39,42.06,47.49,99.97,NA
2024-2025,Nov,02,ANDHRA PRADESH,0210,CHITTOOR,4795023,257.23057303015,45,1674,5038.092578121,9625,0,45017,6082926,1809645,110939,244638,13472,1162.8569,21848.094884921,133857,207004,210651,388966,4683,268832,482705,54642,15647.1454068,3738426,62,61.04,27.79,99.95,NA
2024-2025,Nov,02,ANDHRA PRADESH,0211,Y.S.R,6574989,259.870653400016,45,2179,7437.308833498,8490,4,35277,6376691,1334102,79336,90931,5397,1458.95484,25467.412240498,141602,223419,190973,354478,4719,240914,441211,43767,16571.148567,4081572,45,33.16,59.1,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0215,ANAKAPALLI,9782046,292.755895268915,47,3552,5055.570824759,6959,1,34743,9480146,771195,34618,382918,16753,799.00112,33608.2582398593,199947,288436,236457,386735,5396,284687,448257,41702,27753.6862951003,6415128,59,17.24,66.97,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0223,ANNAMAYYA,6483863,258.779690179653,48,1421,4552.754704599,9062,0,35455,6601458,1339004,67902,267029,12995,812.33876,22448.326024339,135407,200776,201591,345851,6083,247222,413518,44517,17083.23255974,3870527,60,43.28,47.65,99.98,NA
2024-2025,Nov,02,ANDHRA PRADESH,0204,EAST GODAVARI,3752655,253.400681671433,43,1860,3785.754891061,7262,0,20654,3981801,1491379,71100,83068,3191,515.67387,14391.339637861,92238,120965,122963,196399,3049,164726,253755,27916,10089.9108768,2190585,54,45.32,34.57,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,10940095,259.402117497922,60,4056,26588.163863048,12421,2,60950,12372950,239044,9914,11399574,407839,955.6818,59639.5399600072,203125,361745,227815,446135,33505,245161,471146,73371,32095.6942969592,6478310,80,57.36,15.91,99.98,NA
2024-2025,Nov,02,ANDHRA PRADESH,0218,NTR,6448955,258.39877474351,45,2346,2248.734671583,10599,2,21007,6574723,2525286,122073,522422,23298,419.37463,19657.1129763627,143549,238920,174079,319103,6473,209260,375080,31606,16989.0036747797,3845599,36,67.94,19.84,99.99,NA
2024-2025,Nov,02,ANDHRA PRADESH,0219,BAPATLA,5838597,266.135197081187,34,2080,2693.726637394,9061,2,31711,5526352,1951660,139078,212262,14770,555.33176,17956.6261839941,162337,276112,210853,390285,1362,265986,468733,40772,14707.5677866001,2998862,25,73.65,20.22,99.98,NA
2024-2025,Nov,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,10190601,249.981177577905,61,3975,10207.849752492,9505,1,36969,10562875,1218615,45629,4363108,136522,694.16912,37307.2181835741,173103,293939,192817,373794,22236,212337,402287,46474,26405.1993110821,6143776,74,37.26,48.41,100,NA
2024-2025,Nov,02,ANDHRA PRADESH,0226,KAKINADA,5075520,248.512999242289,36,3152,2682.646416436,7880,0,26770,5486279,1574068,93877,141776,8584,561.75405,16878.5169561358,150370,211049,206767,350513,2577,287704,468892,34650,13634.1164896998,2725777,51,51.17,34.56,99.99,NA
2019-2020,March,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,18323986,206.909760514731,62,5013,12734.2429908,43175,20,125871,20315070,983398,47625,8675613,351142,3033.25611,57801.3617862,326675,544609,376589,830276,88699,502579,1072287,169046,42033.8626854,12152099,69,61.78,62.84,104.14,NA
2019-2020,March,02,ANDHRA PRADESH,0206,KRISHNA,8344447,205.542736688935,32,4015,7681.42115,46320,5,69957,7372588,2834352,288115,256155,27369,2086.8737,24922.11399,226633,371165,325818,739973,9281,648719,1381404,116277,15153.81914,4194006,35,39.58,46.59,105.64,NA
2019-2020,March,02,ANDHRA PRADESH,0210,CHITTOOR,15597466,211.877931704718,50,4680,5023.54412,45461,17,106764,11996817,3381299,241988,515432,35425,2952.02651,33394.17836,235694,365886,374787,853196,41905,700297,1492017,152225,25418.60773,7255745,68,57.82,63.41,105.2,NA
2018-2019,April,02,ANDHRA PRADESH,0202,VIZIANAGARAM,4201651,123.668846739052,16,9132,6.66144,5986,31,79332,4840509,508390,112966,552404,148088,183.779,6176.6420966,295436,436516,401289,1003085,5,514539,1222586,85318,5986.2016566,3179022,43,87.53,88.51,102.58,NA
2018-2019,April,02,ANDHRA PRADESH,0207,GUNTUR,1396040,126.074872858331,12,1868,2696.45377,3401,116,71236,1413384,472000,300402,95254,61246,132.60818,4610.984031,111010,174635,414175,893202,1,799143,1588821,74637,1781.922081,778924,40,27.99,31.5,110.72,NA
2018-2019,April,02,ANDHRA PRADESH,0211,Y.S.R,1744486,130.262695924657,17,2404,4.1527,3614,45,80422,2334405,509150,156746,53400,16304,134.12425,3179.1358368,135021,194820,273973,627605,0,575529,1200863,84036,3040.8588868,1518542,62,89.07,89.72,109.71,NA
2018-2019,Sep,02,ANDHRA PRADESH,0208,PRAKASAM,17042242,198.622187075928,49,6022,22349.5714972,48291,1,79765,20455673,5548862,321478,570400,40038,1581.99292,64561.0695109,412109,674100,500143,1067518,40490,756936,1476474,128056,40629.5050937,12229956,58,69.38,70.85,104.62,NA
2025-2026,May,02,ANDHRA PRADESH,0224,TIRUPATI,1729118,287.254445738505,11,882,0,348,30,39787,775338,303726,149235,56159,31801,0,2227.19287450001,67180,87645,215794,385715,0,274731,474722,40135,2227.19287450001,514771,45,32.03,91.32,100,NA
2025-2026,May,02,ANDHRA PRADESH,0226,KAKINADA,2439093,274.257318165153,10,1606,0,428,11,30370,760979,225159,91400,13043,8608,2,2089.0405972,73756,92539,200307,343362,0,295024,482892,30798,2087.0405972,408246,47,52.6,84.08,100,NA
2025-2026,April,02,ANDHRA PRADESH,0202,VIZIANAGARAM,3034040,167.138236903136,10,4518,0,185,10,48226,2205948,254352,72900,54899,17700,0,3686.98259419998,202574,260240,343393,629858,0,388354,693401,48411,3686.98259419998,1621121,44,9.86,90.19,100,NA
2025-2026,April,02,ANDHRA PRADESH,0216,KONASEEMA,454947,249.593930464213,10,1232,0,1515,2,24377,577947,298015,114758,5030,2285,0,1442.5206333,56166,68593,148897,247098,0,234435,361876,25892,1442.5206333,393962,37,81.08,83.82,100,NA
2025-2026,April,02,ANDHRA PRADESH,0220,PALNADU,771052,249.338236001441,11,482,0,365,11,36262,466548,86807,117747,40412,40872,0,1163.2825533,40792,63433,253163,456551,0,344634,593360,36627,1163.2825533,234499,28,66.08,73.49,100,NA
2025-2026,April,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,641749,224.081370775878,11,865,0,101,28,39625,498506,65135,64260,28156,24811,0,1117.0590782,43852,69497,210125,399536,0,282617,523464,39726,1117.0590782,272137,58,50.62,81.33,100,NA
2025-2026,May,02,ANDHRA PRADESH,0202,VIZIANAGARAM,7715458,183.170682136819,11,4679,0,194,7,48337,2489999,288514,72920,61394,17704,0,4560.94815349998,211001,272900,343540,630120,0,388381,693479,48531,4560.94815349998,1825518,44,9.14,91.16,100,NA
2025-2026,May,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,429324,260.255051753748,14,152,0,10,3,5522,272444,21152,4271,1309,468,0,709.049273199983,19292,24146,31200,49868,0,36672,56505,5532,709.049273199983,205536,56,3.74,98.35,100,NA
2025-2026,May,02,ANDHRA PRADESH,0213,KURNOOL,2722787,237.689722602844,11,1150,0,274,14,49962,1033392,196139,106909,22302,7663,5.15,2461.41657819998,92041,147263,260124,511015,0,342999,653207,50236,2456.26657819998,570565,39,69.16,88.73,100,NA
2025-2026,May,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,4555915,269.245888755191,13,1988,0,188,1,72810,1217495,25483,9769,1117031,411829,0,3278.05523330001,89972,146367,229027,449736,0,254928,488379,72998,3278.05523330001,632471,83,63.84,76.82,100.01,NA
2025-2026,May,02,ANDHRA PRADESH,0204,EAST GODAVARI,1444139,271.702128651015,12,1011,0,1197,1,22234,544232,200577,71411,13576,3243,0,1478.68992879999,43029,50479,123380,197154,0,168959,260728,23431,1478.68992879999,311680,49,41.26,89.99,100,NA
2025-2026,May,02,ANDHRA PRADESH,0212,ANANTAPUR,3446473,271.078363583021,12,1416,0,207,22,50636,981663,154019,93871,38728,17408,0,2661.0759963,76073,121106,252031,475285,0,322887,600513,50843,2661.0759963,548736,50,46.54,85.98,100,NA
2025-2026,May,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,4555915,279.80750056767,13,2066,0,188,1,72937,1299175,26077,9774,1192987,411876,0,3635.18909550002,94859,154533,229035,449795,2,254998,488545,73125,3635.18909550002,675754,83,64.15,76.78,100.01,NA
2025-2026,May,02,ANDHRA PRADESH,0216,KONASEEMA,1971736,283.657407624012,10,1280,0,1516,1,24420,603593,312714,114821,5332,2283,0,1712.1362564,57874,70987,148935,247207,0,234552,362090,25936,1712.1362564,410821,37,81.4,84.01,100,NA
2025-2026,May,02,ANDHRA PRADESH,0226,KAKINADA,2439093,274.469809173213,9,1558,0,379,12,30225,697858,205925,91338,12436,8608,2,1917.4095209,70681,88357,200146,343033,0,294882,482591,30604,1915.4095209,373779,48,52.29,83.01,100,NA
2025-2026,May,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,429324,260.130725722,15,160,0,13,3,5536,317036,23304,4283,1621,467,0,824.708047600001,19982,25170,31273,49990,0,36719,56587,5549,824.708047600001,239648,56,3.72,98.38,100,NA
2025-2026,May,02,ANDHRA PRADESH,0204,EAST GODAVARI,1444139,276.492592798469,13,1039,0,1323,1,22216,599067,217682,71431,15017,3244,0,1656.3758809,44966,52984,123443,197259,0,169024,260850,23539,1656.3758809,342337,49,39.9,90.36,100,NA
2025-2026,May,02,ANDHRA PRADESH,0210,CHITTOOR,1747323,271.325784455258,13,542,0.0008438,658,1,52279,601258,175013,109533,19503,13428,5.32991,1636.6987389,45341,61956,207322,384071,0,274959,493292,52937,1631.3679851,380199,62,64.25,81.95,100,NA
2025-2026,May,02,ANDHRA PRADESH,0216,KONASEEMA,1971736,295.760125366715,10,1280,0,1516,1,24768,603669,312719,114837,5334,2283,0,1785.4121912,57887,71002,148929,247236,0,234676,362299,26284,1785.4121912,410895,37,81.21,83.81,100,NA
2025-2026,May,02,ANDHRA PRADESH,0217,ELURU,3347272,272.836300956361,12,1604,0,408,15,43257,1515954,492825,202229,136977,53062,0,4136.07281779999,116975,170823,313216,583953,0,380760,687115,43665,4136.07281779999,899935,42,44.22,87.35,100,NA
2025-2026,April,02,ANDHRA PRADESH,0201,SRIKAKULAM,2725348,228.439054755348,11,4343,0,522,8,51931,2589044,228236,59293,143604,39603,0,5914.38764080004,230621,296245,374059,660799,0,441987,752378,52453,5914.38764080004,1882955,46,25.31,91.12,100,NA
2025-2026,April,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,165414,251.962497555346,11,147,0,8,4,5481,204528,14997,4267,1062,467,0,515.333856999998,18195,22438,31148,49763,0,36523,56294,5489,515.333856999998,155815,56,4.04,97.89,100,NA
2025-2026,April,02,ANDHRA PRADESH,0210,CHITTOOR,798152,272.472603709354,10,457,0,566,2,51774,396565,110042,109377,12880,13417,5,1085.5309809,36720,49599,207012,383554,0,274789,493038,52340,1080.5309809,250012,63,63.08,79.32,100,NA
2025-2026,April,02,ANDHRA PRADESH,0211,Y.S.R,1024708,263.611213558354,12,1047,0,125,21,40454,931352,172987,76816,10179,5289,0,2455.1483097,74094,106930,183598,344093,0,245209,450908,40579,2455.1483097,602536,39,40.28,94.47,100,NA
